,x,y,v,Subtypes,colors,scatter_x,scatter_y,avg_imp,fold_00_imp,fold_01_imp,fold_02_imp,fold_03_imp,fold_04_imp,fold_05_imp,fold_06_imp,fold_07_imp,fold_08_imp,fold_09_imp
112,2,5,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_formatexigens,cluster_07,#9b00ff,-2.9041479,-2.8246963,-0.14018122876239145,-0.11493947649030807,-0.15668781905459434,-0.1089533978600691,-0.14533473460045712,-0.15181810408739277,-0.20927952676343078,-0.0689421597711929,-0.22173267786082657,-0.10908178873624272,-0.11504260239940017
113,3,5,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_AP2,cluster_07,#9b00ff,-2.7626126,-2.8539066,-0.12308221206497365,-0.10359063797964008,-0.1415657773225668,-0.10362110637382996,-0.13221791269955055,-0.1397042245582674,-0.17175488941723308,-0.0665049529498732,-0.16728964714905944,-0.09824118937055255,-0.10633178282916338
114,4,5,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa,cluster_02,#b3ff00,-2.4711068,-2.981069,-0.14124995456491687,-0.11482319674010924,-0.15621539954547797,-0.11017111674459538,-0.1488900950392127,-0.15204701075566776,-0.20908693581052706,-0.06937256054863924,-0.22741259378479692,-0.10947158393119373,-0.11500905274894864
115,5,5,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_noname|s__Coriobacteriaceae_bacterium_phI,cluster_07,#9b00ff,-1.7182863,-3.0095048,-0.1373161985108828,-0.11181433667398506,-0.1515968994313561,-0.10855199633117604,-0.14512857107758292,-0.14763110247675712,-0.20687223383916026,-0.06766347950911253,-0.21700665321236487,-0.1049271087106694,-0.11196960384666393
116,6,5,k__Eukaryota|p__Eukaryota_noname|c__Eukaryota_noname|o__Eukaryota_noname|f__Hexamitidae|g__Giardia|s__Giardia_intestinalis,cluster_08,#ff00bd,-1.4737589,-3.017337,-0.14249602365163203,-0.11554542972941396,-0.15766169514869333,-0.11095888341326361,-0.14814597515569375,-0.1530617123236728,-0.21786209039150425,-0.06950907463925539,-0.226970750512872,-0.11005599627758245,-0.11518862892436874
117,7,5,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_koseri,cluster_02,#b3ff00,-0.7606723,-2.5022552,-0.14262408215639683,-0.11572893133511994,-0.1577211932363108,-0.11100996711000112,-0.14902651232993522,-0.15314648766544212,-0.2178576849403967,-0.06948950973853839,-0.22702085734905683,-0.11003171064300653,-0.11520796721616079
118,8,5,k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Desulfurobacteriaceae|g__Desulfurobacteriaceae_unclassified,cluster_02,#b3ff00,-0.6381169,-2.5196993,-0.13589874751869002,-0.11168192137382248,-0.1512238201946394,-0.109462446139062,-0.14020898978722576,-0.14184955030899488,-0.20137288901629988,-0.06873503132828405,-0.21631905988734224,-0.1029188935561875,-0.11521487359504189
119,9,5,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_HGB5,cluster_05,#00b5ff,-0.48659393,-2.5258615,-0.10735542071478107,-0.08694204141798667,-0.12548641892865292,-0.10127855251020894,-0.11069615695072078,-0.1110946726196929,-0.13929537146969903,-0.06534612435637115,-0.15023888400723703,-0.08182370962381778,-0.10135227526342351
120,10,5,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri,cluster_06,#0010ff,0.13484798,-2.4802887,-0.1424032949306793,-0.11575359940296143,-0.15733315901194883,-0.11089656044426528,-0.14876393742325142,-0.15317231746505183,-0.216881747456833,-0.06953473957183604,-0.22677716160887607,-0.10985101827510901,-0.11506870864666029
121,11,5,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Chromobacterium|s__Chromobacterium_unclassified,cluster_02,#b3ff00,0.38981557,-2.510234,-0.1338449977530235,-0.11292026529964155,-0.14939058529790286,-0.1105953753670614,-0.14320228879510025,-0.14450703611564078,-0.19485755774871333,-0.06786589165080226,-0.19963694545358418,-0.1057972191701487,-0.10967681263163989
122,12,5,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides,cluster_04,#00ff9d,1.2205123,-2.3675256,-0.1424250445635677,-0.11575586493389453,-0.15760219786309276,-0.11097318664787434,-0.14890250071266173,-0.15282592902122352,-0.21752725009676543,-0.0695104086693457,-0.2259777425870355,-0.10997706700330216,-0.11519829810048132
123,13,5,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parahaemolyticus,cluster_04,#00ff9d,1.2815236,-2.479147,-0.14252853001479224,-0.11583161698820847,-0.1574099718533242,-0.1109302754869927,-0.14900170997979642,-0.15321271578540693,-0.21752284404796304,-0.06951263177208633,-0.22668378300884245,-0.11001046021877241,-0.1151692910065293
124,14,5,k__Eukaryota|p__Ascomycota|c__Schizosaccharomycetes|o__Schizosaccharomycetales|f__Schizosaccharomycetaceae|g__Schizosaccharomyces|s__Schizosaccharomyces_pombe,cluster_04,#00ff9d,1.8125491,-2.4635127,-0.13753276010182847,-0.1120855748971001,-0.15367313275121677,-0.10860771098449715,-0.14566206242068497,-0.14668052203785326,-0.2179017424057842,-0.0686377400488756,-0.20632099293412726,-0.105711559700089,-0.11004656283805625
125,15,5,k__Eukaryota|p__Ascomycota|c__Schizosaccharomycetes|o__Schizosaccharomycetales|f__Schizosaccharomycetaceae|g__Schizosaccharomyces|s__Schizosaccharomyces_unclassified,cluster_04,#00ff9d,1.8226913,-2.4714644,-0.14100753916384035,-0.11504230164432816,-0.1559709909023672,-0.11035055739533935,-0.14796264553298316,-0.15090249816132856,-0.2179017424057842,-0.06927217594639157,-0.2195240383839717,-0.10911816159809609,-0.1140302796678137
126,16,5,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_innocuum,cluster_04,#00ff9d,2.2225838,-2.6502786,-0.14152369917763824,-0.11536920393699224,-0.1569348672096641,-0.1105469930962876,-0.1475176941493921,-0.1521399311283178,-0.2153786422722501,-0.06942280036114266,-0.2238318629111231,-0.1093446955011452,-0.11475030121006762
127,17,5,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis,cluster_02,#b3ff00,2.9272294,-2.4223917,-0.14262845290130044,-0.11572734983970025,-0.1576908700783407,-0.11103415054537094,-0.14910697673481466,-0.15313781662725892,-0.21782488081062817,-0.06948513326612903,-0.22704501468637092,-0.10998761799883824,-0.11524471842555284
128,18,5,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_somerae,cluster_02,#b3ff00,3.0295029,-2.3493907,-0.1420440980012679,-0.1156023251931271,-0.1576552757256098,-0.11071689267100288,-0.14778167863443686,-0.152375368581394,-0.2166138806194852,-0.06937416205743673,-0.22580279275233386,-0.10958599925357583,-0.11493260452427681
129,19,5,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,cluster_07,#9b00ff,5.046942,-2.143002,-0.13933393575860817,-0.1138338998163825,-0.15514540348292163,-0.10970331546091376,-0.1436464766558454,-0.15004708433874483,-0.21067836200530987,-0.06903062214765657,-0.21945414041585481,-0.1082483552878339,-0.11355169797461845
130,20,5,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_paraphrohaemolyticus,cluster_07,#9b00ff,5.398948,-2.1020374,-0.14255886512347787,-0.11580941994958895,-0.15773474753837963,-0.11084465315466156,-0.14867906156353056,-0.15318566474759998,-0.21765763460499207,-0.0695154995717725,-0.22706185208759425,-0.10994994988440648,-0.11515016813225257
131,21,5,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus,cluster_07,#9b00ff,5.645397,-2.108981,-0.14250241115892776,-0.11571556022419587,-0.15768790700786225,-0.1107405147419135,-0.14864813697403503,-0.1531116599391459,-0.21753114963581624,-0.06949132294227667,-0.22704363028681782,-0.10992585330287655,-0.11512837653433791
132,0,6,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme,cluster_07,#9b00ff,-3.2580597,-2.6457567,-0.12958618457684462,-0.10280018618558111,-0.14685701211742871,-0.10679531603216569,-0.13751421382363804,-0.138728541024384,-0.20650625994672422,-0.06697202071415771,-0.17992937808011145,-0.10044173832440578,-0.10931717951984947
133,1,6,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum,cluster_07,#9b00ff,-3.2546778,-2.7105274,-0.10236684777307492,-0.08348466485356261,-0.12691403615397925,-0.10194844555148824,-0.08043849309090427,-0.11480473233215313,-0.14211920897934757,-0.061512521520144636,-0.11729231848818694,-0.09968135559603841,-0.09547270116494402
134,2,6,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA,cluster_07,#9b00ff,-2.9889317,-2.7125149,-0.12972098323965295,-0.09507999382373195,-0.14945794118424116,-0.10823006232069818,-0.1377744004156947,-0.13558416107625876,-0.1902954260931217,-0.06746633586775398,-0.20219303306676978,-0.1012361976372416,-0.10989228091101795
135,3,6,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_unclassified,cluster_07,#9b00ff,-2.5882027,-2.5714095,0.08307558065281959,-0.036177937190972766,-3.988805959548142e-05,-0.08630669873766918,0.016675902724767374,0.28974537532321337,0.1440171999925198,-0.048324054693185105,0.2907492149818048,0.2338518745210328,0.02656481766628044
136,4,6,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_scindens,cluster_02,#b3ff00,-2.3339493,-2.7157958,-0.07306873259694122,-0.07686217629512336,-0.11403409902992652,-0.10472450288714986,-0.0738528639647374,-0.05733530500618907,-0.06720194317589147,-0.060850761097424655,-0.0344736219826249,-0.06483396375910906,-0.07651808877123586
137,5,6,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_4_3_54A2FAA,cluster_08,#ff00bd,-1.7325972,-2.565213,-0.08788965124564645,-0.07976004348017733,-0.08063680156722786,-0.10028563901518671,-0.09488924614638503,-0.09579842786633695,-0.10195781435661797,-0.05583916525748701,-0.09504749318202074,-0.08606965942265876,-0.0886122221623661
138,6,6,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Arcobacter|s__Arcobacter_butzleri,cluster_02,#b3ff00,-0.8314205,-2.5251935,-0.14261834349794295,-0.11581187975339813,-0.15770174916826668,-0.11103774802809498,-0.1489876605008224,-0.15316619204377485,-0.21784006193953598,-0.06947987279797993,-0.22701318038133644,-0.10997968892155442,-0.11516540144466547
139,7,6,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_JC304,cluster_02,#b3ff00,-0.76977605,-2.4785197,-0.14260106356605287,-0.11566664623892746,-0.15770746315404094,-0.11100383717454494,-0.14902651232993522,-0.1530749610741859,-0.21782684468337557,-0.0694877311159614,-0.22702541232217746,-0.10999983567732907,-0.11519139189005059
140,8,6,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mucosae,cluster_06,#0010ff,-0.31833756,-2.3262048,-0.13608178346354935,-0.11173234431245894,-0.1492217433984758,-0.10699204130565465,-0.1390915204120485,-0.1455740313985776,-0.20355004302953925,-0.06801588659124708,-0.21622815261203393,-0.10946400469567932,-0.11094806687977812
141,9,6,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_unclassified,cluster_06,#0010ff,-0.13694154,-2.1844194,-0.11153475171655788,-0.09251541619796845,-0.12155215389918199,-0.09952300521095017,-0.11411251009905304,-0.1223999068405693,-0.16258838961004368,-0.06350627083353781,-0.14657527294611766,-0.09398926467542883,-0.09858532685272793
142,10,6,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium,cluster_06,#0010ff,0.0633463,-2.2532532,-0.1346160828601882,-0.11017215319870617,-0.15186951834224274,-0.10775073520851058,-0.1426508945654134,-0.14676716130020173,-0.1898619338421381,-0.0682276699350617,-0.20949568001684502,-0.10802760688057943,-0.11133747531218322
143,11,6,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_saccharolyticum,cluster_06,#0010ff,0.11612848,-2.3994393,-0.14264274613200917,-0.11585181743111071,-0.15772119323085498,-0.11103142186418476,-0.14899550957335841,-0.15321271578540693,-0.2178709021928805,-0.06954064478774592,-0.22693886766672863,-0.11004537134602034,-0.11521901744180055
144,12,6,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Shigella|s__Shigella_sonnei,cluster_04,#00ff9d,1.1319431,-2.141327,-0.14265584395383654,-0.1158551841222289,-0.15773949998539138,-0.11103244351016817,-0.1489831083672442,-0.15320476845396006,-0.2179017424057842,-0.06954153407369702,-0.2270436322591854,-0.1100347463777269,-0.11522177998297933
145,13,6,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_3_2_5,cluster_04,#00ff9d,1.1872901,-2.2915432,-0.14229662230017606,-0.11510601159621556,-0.15757015844833216,-0.11086794954069841,-0.14855524458729624,-0.15276763177238503,-0.21764179789063587,-0.06943080848891883,-0.22593670961349596,-0.11005599627758245,-0.1150339147862
146,14,6,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans,cluster_05,#00b5ff,1.4779534,-2.0594716,-0.1339867418292546,-0.1093106617525822,-0.15158760702418247,-0.10665440287000959,-0.14125589055038248,-0.14026084854842968,-0.20729579369656184,-0.06790238685533553,-0.20114034734166072,-0.104332677940647,-0.11012680171275453
147,15,6,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini,cluster_05,#00b5ff,1.6821549,-2.202863,-0.14197127831244746,-0.11535819765907851,-0.15695557933343973,-0.11060144521789263,-0.14852478930876117,-0.15224835427137215,-0.2173378020545125,-0.06943071497435196,-0.2251488853319167,-0.10944266445246191,-0.11466435052068755
148,16,6,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_1_1_14,cluster_02,#b3ff00,2.8610032,-2.3908088,-0.14203024276847862,-0.11530130930271662,-0.15734588550172496,-0.11030848709231782,-0.14760025536312602,-0.15201912046321905,-0.2173862475386073,-0.06945126396104201,-0.22666553304733775,-0.10899563906765383,-0.11522868634704095
149,17,6,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_hominis,cluster_02,#b3ff00,2.9011261,-2.3357925,-0.14244745494837802,-0.11573807891104454,-0.15752979033628967,-0.11102204254202891,-0.14890611026076317,-0.15303045159179304,-0.21761188962303246,-0.06946044530310667,-0.2261608008137842,-0.10991327708294817,-0.11510166301898925
150,18,6,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_plantarum,cluster_02,#b3ff00,3.0690632,-2.126367,-0.14170387200053722,-0.1155201732830724,-0.15775780673774537,-0.11074328823225114,-0.14669491066403875,-0.1518429827677086,-0.21576037140750942,-0.0693222970632992,-0.2252306271980347,-0.1095550677098621,-0.11461119494185075
151,19,6,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_unclassified,cluster_07,#9b00ff,5.0409546,-2.1010394,-0.14172085287883257,-0.11521329650013713,-0.1575662445339658,-0.11061355824189043,-0.1474409218460226,-0.15265405225168405,-0.21496054608338275,-0.06940987969930261,-0.2249249556797657,-0.10960586503387335,-0.114819208918301
152,20,6,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum,cluster_07,#9b00ff,5.5315275,-2.0954137,-0.14252867967442479,-0.11577648783392057,-0.15773695841085264,-0.11068149052852226,-0.14867727130570688,-0.15318724826359864,-0.21760650149720537,-0.06950732893978691,-0.22706185208759425,-0.10993888979416246,-0.11511276808289754
153,21,6,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_longum,cluster_07,#9b00ff,5.560972,-2.0814753,-0.14257092642575592,-0.11581384935753107,-0.15773168632243365,-0.11080618945687676,-0.14884311503898873,-0.15319444830698187,-0.21764863400156287,-0.06951105836355191,-0.22706185208759425,-0.10997346196398312,-0.11512496935805523
154,0,7,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA,cluster_07,#9b00ff,-3.2987401,-2.5751827,-0.1208532120119263,-0.0981416213983333,-0.1315825806029011,-0.10546529860073722,-0.10611190597481103,-0.13337967976694226,-0.18131237593596458,-0.06592197387821441,-0.178238773053378,-0.10255714832621582,-0.10582076258176537
155,1,7,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname|s__Clostridiaceae_bacterium_JC118,cluster_06,#0010ff,-3.1270978,-2.5022323,-0.13061263161416342,-0.1095839393350988,-0.14730269059175277,-0.10677034560862782,-0.13586802467153855,-0.13592237136056662,-0.18788046921885979,-0.06710033724436261,-0.2018138927381498,-0.10374012752029721,-0.11014411785238032
156,2,7,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_57FAA,cluster_07,#9b00ff,-3.0042508,-2.465586,-0.13537172673286196,-0.10904987669759203,-0.1539078213699346,-0.10821267428014228,-0.14301168317036594,-0.14317839648230413,-0.21403251952273225,-0.06803217520872026,-0.19952932305447524,-0.101915216819616,-0.11284758072273678
157,3,7,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_2_1_56FAA,cluster_04,#00ff9d,-2.7073662,-2.515911,-0.13783591973687678,-0.11586865095693696,-0.15641149796806508,-0.11038900555215309,-0.13311509557666956,-0.14872189468312086,-0.20527576330161051,-0.06852493451333218,-0.2178214508931761,-0.10944479630788245,-0.11278610761582125
158,4,7,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae,cluster_07,#9b00ff,-2.2681253,-2.250223,-0.14014919109597254,-0.11281278437306737,-0.1569599805374798,-0.11028835530145042,-0.14899860950141897,-0.14737822854711075,-0.21545892505166592,-0.06835471016147225,-0.22265898539582393,-0.10440066886111521,-0.11418066322912095
159,5,7,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_21_3,cluster_06,#0010ff,-2.0604136,-2.3436756,-0.10869999824941615,-0.0985311742987585,-0.11523023161131914,-0.10505742101070237,-0.13286757207312216,-0.09817454326271588,-0.18543009652335635,-0.06693997810837464,-0.10172330426951412,-0.09394506517007715,-0.08910059616622101
160,6,7,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_sp_D13,cluster_02,#b3ff00,-0.80945426,-2.3003547,-0.08869302174945917,-0.08494682696590758,-0.02351542908437427,-0.07812447469314361,-0.12226875510440079,-0.09561333139418604,-0.1197507814846696,-0.06584477800818946,-0.15035985123493292,-0.05641004084020799,-0.09009594868457961
161,7,7,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Riemerella|s__Riemerella_unclassified,cluster_05,#00b5ff,-0.5123262,-2.2647707,-0.14164750151359864,-0.1152571848763877,-0.15757545373403406,-0.11079363853597654,-0.14875018220649608,-0.15255011253224085,-0.2120587278678069,-0.06942503414894122,-0.22591322626177496,-0.10892553117963909,-0.11522592379268924
162,8,7,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_sp_29_1,cluster_06,#0010ff,-0.28215265,-2.1805885,-0.13759360325610087,-0.1154563719300215,-0.14983235245251092,-0.10835148586502687,-0.14392836738978784,-0.1483525193017677,-0.21196188252506792,-0.0692100318277106,-0.21113617460718506,-0.10457130228571486,-0.11313554437621537
163,9,7,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Pyramidobacter|s__Pyramidobacter_piscolens,cluster_06,#0010ff,-0.124228366,-2.063586,-0.14199385029067843,-0.11586865095693696,-0.15755185446816977,-0.11045109299483453,-0.14853356159551898,-0.15270142384994212,-0.21695008039251584,-0.06914266191208497,-0.22400530589213818,-0.1099983178404578,-0.11473555300418538
164,10,7,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Shigella|s__Shigella_flexneri,cluster_06,#0010ff,-0.09441603,-2.091613,-0.14026226764176872,-0.11488458358395234,-0.1557439232684809,-0.10960450981488398,-0.14667328077821654,-0.15017256403665655,-0.21220462708196985,-0.0689919071661665,-0.22213053009139272,-0.10895240560824744,-0.11326434498772053
165,11,7,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas|s__Succinatimonas_hippei,cluster_02,#b3ff00,0.45300782,-1.9915683,-0.1345707585527106,-0.11199425946486537,-0.14915677754612924,-0.10857587350175538,-0.1389562694025978,-0.14710748913948477,-0.1977284618116613,-0.06843533817660001,-0.20840412421438786,-0.10704852102323294,-0.10830047124639143
166,12,7,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica,cluster_02,#b3ff00,0.6135835,-1.7944162,-0.14242130016225524,-0.11582656662312646,-0.15738251428639122,-0.11100588039501982,-0.14851805730278966,-0.15321271578540693,-0.2172584911420348,-0.06952419284777611,-0.22649247223454974,-0.10979795667302589,-0.11519415433243178
167,13,7,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_bovis,cluster_02,#b3ff00,1.0589182,-1.937848,-0.14259920657082423,-0.11584171724457681,-0.15763423391150588,-0.11100179307982971,-0.14900171007441038,-0.15316503075456164,-0.21778719089280815,-0.06953975549840248,-0.2268842053046495,-0.10995885125160673,-0.115177577695891
168,14,7,k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Mucispirillum|s__Mucispirillum_schaedleri,cluster_05,#00b5ff,1.5049655,-2.0073407,-0.14223879941591602,-0.11570030779182969,-0.1575060806482875,-0.11083013854642249,-0.1484219292793223,-0.1521701274255128,-0.21620977962019547,-0.06953530888354575,-0.22687053618064787,-0.10991786199070704,-0.11522592379268924
169,15,7,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_succinatiphilus,cluster_05,#00b5ff,1.6700561,-2.1276157,-0.13927643332364312,-0.11441316538224346,-0.1544155276911359,-0.1095616238872945,-0.14535363960550637,-0.14899690218936038,-0.21226594484683117,-0.06910693235989347,-0.21690823978159374,-0.10800438073050483,-0.11373797676206741
170,16,7,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_mori,cluster_03,#08ff00,2.0441723,-1.5674489,-0.14175570312363056,-0.11563434305754242,-0.15740130126860818,-0.11103550846054104,-0.14856802650130693,-0.15209448759350053,-0.2151609189331233,-0.06934314439256933,-0.22513154088587337,-0.10857477617010898,-0.11461298397313144
171,17,7,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bartonellaceae|g__Bartonella|s__Bartonella_unclassified,cluster_02,#b3ff00,3.0946364,-1.898247,-0.14183475296217687,-0.11552333713212552,-0.15717352886878902,-0.11080755390515733,-0.14800203354561356,-0.1521879303780106,-0.21640622479315605,-0.06938353161822731,-0.22477156625018682,-0.10947098520325842,-0.11462083792724406
172,18,7,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae,cluster_02,#b3ff00,3.0952575,-2.0688396,-0.14200575855411976,-0.11566158520308938,-0.15774865299765523,-0.11062169781350338,-0.14781422686491139,-0.15258482021320666,-0.21576037740575393,-0.0693934507860613,-0.2261872492827841,-0.10951408262730533,-0.11477144234692693
173,19,7,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_unclassified,cluster_07,#9b00ff,5.0855722,-2.097441,-0.14240323423973505,-0.11550222735283366,-0.15767277458921009,-0.11099927163338032,-0.148507161467111,-0.15311473882087495,-0.21677653905630478,-0.06951433324005211,-0.22677032488552923,-0.11002720120163503,-0.11514777015041956
174,20,7,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium,cluster_07,#9b00ff,5.3928623,-2.0820644,-0.14248516390427357,-0.11574736191659049,-0.15769393145774133,-0.11082224258105798,-0.14863159286628844,-0.15317535992563522,-0.2174655838164451,-0.06948246695610635,-0.2268942040493997,-0.10983347052340174,-0.11510542495006945
